,Transaction ID,Country,Amount (USD),Transaction Type,Date of Transaction,Person Involved,Industry,Destination Country,Reported by Authority,Source of Money,Money Laundering Risk Score,Shell Companies Involved,Financial Institution,Tax Haven Country
786,TX0000000787,Russia,293821,Stocks Transfer,2/2/13 18:00,Person_5788,Real Estate,UAE,False,Legal,5.993160793759861,4,Bank_313,Bahamas
787,TX0000000788,China,58810,Offshore Transfer,2/2/13 19:00,Person_5160,Luxury Goods,Singapore,True,Legal,4.5774389614144315,6,Bank_387,Singapore
788,TX0000000789,USA,12518,Cryptocurrency,2/2/13 20:00,Person_1271,Oil & Gas,UAE,False,Legal,6.6130655416005455,6,Bank_83,Switzerland
789,TX0000000790,South Africa,266078,Cryptocurrency,2/2/13 21:00,Person_4232,Luxury Goods,Russia,False,Legal,4.748932026821305,0,Bank_408,Luxembourg
790,TX0000000791,Singapore,171701,Property Purchase,2/2/13 22:00,Person_8949,Oil & Gas,China,False,Legal,5.414684209171703,4,Bank_292,Luxembourg
791,TX0000000792,South Africa,546968,Property Purchase,2/2/13 23:00,Person_5747,Finance,Singapore,True,Legal,6.037799861822316,7,Bank_211,Panama
792,TX0000000793,Singapore,42757,Cryptocurrency,2/3/13 0:00,Person_4080,Construction,USA,False,Legal,4.031813620302957,4,Bank_261,Cayman Islands
793,TX0000000794,Singapore,11132,Cash Withdrawal,2/3/13 1:00,Person_1211,Casinos,India,False,Legal,4.3701129503904195,2,Bank_175,Singapore
794,TX0000000795,Switzerland,36206,Cryptocurrency,2/3/13 2:00,Person_4232,Finance,South Africa,False,Legal,5.2334484753851385,5,Bank_347,Luxembourg
795,TX0000000796,South Africa,275600,Property Purchase,2/3/13 3:00,Person_9740,Oil & Gas,India,False,Legal,5.020069676356782,8,Bank_419,Switzerland
796,TX0000000797,UK,236075,Offshore Transfer,2/3/13 4:00,Person_2310,Construction,South Africa,False,Legal,4.460674384800405,3,Bank_266,Singapore
797,TX0000000798,South Africa,16794,Cash Withdrawal,2/3/13 5:00,Person_5479,Finance,China,False,Legal,3.345654206623741,6,Bank_129,Switzerland
798,TX0000000799,India,29561,Stocks Transfer,2/3/13 6:00,Person_2978,Luxury Goods,Brazil,False,Legal,5.254168624344341,4,Bank_388,Singapore
799,TX0000000800,USA,29092,Cryptocurrency,2/3/13 7:00,Person_7368,Oil & Gas,Singapore,False,Legal,4.459269580425115,2,Bank_469,Luxembourg
800,TX0000000801,China,75862,Cash Withdrawal,2/3/13 8:00,Person_4448,Construction,USA,True,Legal,3.1367538185755475,8,Bank_424,Cayman Islands
801,TX0000000802,China,154848,Cash Withdrawal,2/3/13 9:00,Person_9987,Luxury Goods,Russia,False,Legal,4.479192279811921,8,Bank_387,Switzerland
802,TX0000000803,China,10119,Cash Withdrawal,2/3/13 10:00,Person_2468,Casinos,UAE,False,Legal,5.80256839742571,5,Bank_354,Luxembourg
803,TX0000000804,Russia,64511,Cryptocurrency,2/3/13 11:00,Person_1704,Casinos,UAE,True,Legal,4.975476789362486,9,Bank_38,Switzerland
804,TX0000000805,China,260448,Stocks Transfer,2/3/13 12:00,Person_4878,Finance,USA,False,Legal,4.391505482544274,7,Bank_151,Switzerland
805,TX0000000806,China,86041,Property Purchase,2/3/13 13:00,Person_7963,Arms Trade,Switzerland,False,Legal,6.8450902624997925,1,Bank_449,Cayman Islands
806,TX0000000807,Switzerland,79166,Stocks Transfer,2/3/13 14:00,Person_6307,Oil & Gas,Singapore,True,Legal,4.883448736256794,5,Bank_45,Singapore
807,TX0000000808,Singapore,134215,Cash Withdrawal,2/3/13 15:00,Person_3264,Finance,Brazil,False,Legal,2.437900777743725,7,Bank_435,Switzerland
808,TX0000000809,Russia,87686,Cryptocurrency,2/3/13 16:00,Person_8766,Construction,Singapore,False,Legal,5.771330647632723,6,Bank_6,Luxembourg
809,TX0000000810,UAE,74286,Stocks Transfer,2/3/13 17:00,Person_1634,Real Estate,Brazil,False,Illegal,6.069764372907302,2,Bank_315,Panama
810,TX0000000811,Singapore,127504,Property Purchase,2/3/13 18:00,Person_1428,Luxury Goods,Switzerland,True,Legal,5.481484431313428,2,Bank_457,Luxembourg
811,TX0000000812,UAE,40231,Stocks Transfer,2/3/13 19:00,Person_5003,Real Estate,USA,False,Legal,6.278786870859615,4,Bank_213,Singapore
812,TX0000000813,USA,52464,Property Purchase,2/3/13 20:00,Person_5318,Arms Trade,Brazil,False,Legal,3.93202176063025,5,Bank_71,Singapore
813,TX0000000814,Brazil,224772,Stocks Transfer,2/3/13 21:00,Person_3986,Arms Trade,India,False,Legal,4.482590544830737,2,Bank_231,Singapore
814,TX0000000815,Russia,580178,Property Purchase,2/3/13 22:00,Person_8303,Luxury Goods,India,False,Legal,4.958925175824607,7,Bank_454,Singapore
815,TX0000000816,Brazil,33733,Cryptocurrency,2/3/13 23:00,Person_6080,Luxury Goods,Russia,False,Legal,4.185364195681374,4,Bank_30,Panama
816,TX0000000817,UAE,148174,Cryptocurrency,2/4/13 0:00,Person_3064,Casinos,South Africa,False,Illegal,5.22416524737108,8,Bank_131,Luxembourg
817,TX0000000818,UAE,90833,Stocks Transfer,2/4/13 1:00,Person_5558,Oil & Gas,China,False,Legal,6.0674641452801685,3,Bank_48,Switzerland
818,TX0000000819,China,161411,Offshore Transfer,2/4/13 2:00,Person_7199,Oil & Gas,Brazil,False,Illegal,6.36333259821775,7,Bank_13,Panama
819,TX0000000820,Brazil,31258,Cash Withdrawal,2/4/13 3:00,Person_5021,Casinos,UAE,False,Legal,5.625446683473114,3,Bank_198,Singapore
820,TX0000000821,USA,41252,Offshore Transfer,2/4/13 4:00,Person_3841,Oil & Gas,India,False,Legal,4.0547350538196785,2,Bank_207,Bahamas
821,TX0000000822,USA,390469,Cryptocurrency,2/4/13 5:00,Person_6721,Luxury Goods,India,False,Legal,4.329422882686952,7,Bank_445,Panama
822,TX0000000823,South Africa,15193,Offshore Transfer,2/4/13 6:00,Person_8270,Real Estate,Switzerland,False,Legal,5.332680887669243,7,Bank_156,Switzerland
823,TX0000000824,Russia,69520,Stocks Transfer,2/4/13 7:00,Person_6543,Arms Trade,China,False,Legal,4.638434120289352,4,Bank_425,Cayman Islands
824,TX0000000825,UAE,847856,Property Purchase,2/4/13 8:00,Person_8794,Real Estate,South Africa,True,Legal,6.762132407846188,6,Bank_336,Bahamas
825,TX0000000826,Singapore,91927,Offshore Transfer,2/4/13 9:00,Person_7229,Casinos,India,False,Legal,4.9824490978547775,7,Bank_253,Singapore
826,TX0000000827,Switzerland,268351,Cash Withdrawal,2/4/13 10:00,Person_980,Luxury Goods,USA,False,Legal,2.812265538183312,1,Bank_439,Panama
827,TX0000000828,UAE,42071,Property Purchase,2/4/13 11:00,Person_4274,Arms Trade,USA,True,Legal,4.959322906555574,6,Bank_90,Luxembourg
828,TX0000000829,UK,51217,Property Purchase,2/4/13 12:00,Person_5410,Arms Trade,UAE,False,Legal,3.262575019095313,8,Bank_43,Luxembourg
829,TX0000000830,Brazil,312756,Offshore Transfer,2/4/13 13:00,Person_5938,Finance,India,False,Legal,6.931001178659734,4,Bank_43,Luxembourg
830,TX0000000831,China,300955,Cryptocurrency,2/4/13 14:00,Person_6784,Oil & Gas,Brazil,False,Legal,6.360208100856963,5,Bank_251,Bahamas
831,TX0000000832,India,1123679,Property Purchase,2/4/13 15:00,Person_9837,Construction,Brazil,False,Legal,5.227645724300427,8,Bank_173,Panama
832,TX0000000833,Singapore,40702,Offshore Transfer,2/4/13 16:00,Person_5612,Real Estate,Singapore,False,Legal,6.003209529561897,7,Bank_38,Panama
833,TX0000000834,USA,19373,Stocks Transfer,2/4/13 17:00,Person_5411,Luxury Goods,Brazil,False,Legal,5.101589024883187,7,Bank_248,Switzerland
834,TX0000000835,Singapore,164331,Cryptocurrency,2/4/13 18:00,Person_8222,Oil & Gas,Russia,False,Legal,3.2627962221657896,0,Bank_4,Luxembourg
835,TX0000000836,South Africa,60185,Property Purchase,2/4/13 19:00,Person_9570,Finance,India,False,Legal,4.032455337914384,0,Bank_292,Panama
836,TX0000000837,UK,120919,Cryptocurrency,2/4/13 20:00,Person_8230,Construction,China,False,Legal,3.488073721448317,1,Bank_141,Panama
837,TX0000000838,Switzerland,40223,Offshore Transfer,2/4/13 21:00,Person_598,Luxury Goods,USA,True,Illegal,6.266793492442524,6,Bank_80,Singapore
838,TX0000000839,UAE,70831,Offshore Transfer,2/4/13 22:00,Person_5276,Oil & Gas,UAE,False,Legal,7.191797200643304,8,Bank_381,Luxembourg
839,TX0000000840,Singapore,167633,Cryptocurrency,2/4/13 23:00,Person_1953,Finance,UK,False,Legal,3.8737039449470805,3,Bank_398,Switzerland
840,TX0000000841,USA,370821,Offshore Transfer,2/5/13 0:00,Person_9352,Oil & Gas,UK,False,Legal,6.466935573040007,0,Bank_420,Cayman Islands
841,TX0000000842,China,25140,Cryptocurrency,2/5/13 1:00,Person_7331,Oil & Gas,USA,False,Legal,3.02598204288228,4,Bank_335,Cayman Islands
842,TX0000000843,Switzerland,33248,Cryptocurrency,2/5/13 2:00,Person_204,Arms Trade,India,False,Legal,5.326437178324618,9,Bank_273,Panama
843,TX0000000844,UAE,740296,Offshore Transfer,2/5/13 3:00,Person_6159,Finance,Singapore,False,Legal,2.9626613170983975,5,Bank_111,Panama
844,TX0000000845,UAE,84032,Offshore Transfer,2/5/13 4:00,Person_2980,Casinos,Brazil,True,Illegal,6.679767247723564,7,Bank_486,Switzerland
845,TX0000000846,South Africa,22427,Stocks Transfer,2/5/13 5:00,Person_8840,Arms Trade,Singapore,False,Legal,6.325628723308919,8,Bank_279,Bahamas
846,TX0000000847,UAE,171440,Cryptocurrency,2/5/13 6:00,Person_2595,Oil & Gas,UAE,False,Legal,4.5337482057689815,8,Bank_476,Luxembourg
847,TX0000000848,UK,22402,Property Purchase,2/5/13 7:00,Person_1649,Construction,Singapore,False,Legal,4.901704302025288,9,Bank_470,Luxembourg
848,TX0000000849,India,29089,Stocks Transfer,2/5/13 8:00,Person_4105,Arms Trade,China,False,Illegal,6.290441093609776,3,Bank_323,Luxembourg
849,TX0000000850,USA,38375,Cryptocurrency,2/5/13 9:00,Person_9079,Casinos,UK,False,Legal,5.346092630812339,9,Bank_360,Cayman Islands
850,TX0000000851,USA,1089409,Property Purchase,2/5/13 10:00,Person_5569,Finance,Singapore,False,Legal,7.006861218390554,8,Bank_168,Singapore
851,TX0000000852,Singapore,29744,Offshore Transfer,2/5/13 11:00,Person_1878,Real Estate,UK,False,Legal,4.933265608581241,1,Bank_490,Bahamas
852,TX0000000853,Singapore,177104,Property Purchase,2/5/13 12:00,Person_2647,Finance,Singapore,False,Legal,5.079952460007422,4,Bank_242,Luxembourg
853,TX0000000854,USA,690310,Cash Withdrawal,2/5/13 13:00,Person_6943,Casinos,South Africa,False,Legal,5.232877119313778,5,Bank_118,Panama
854,TX0000000855,Brazil,104033,Cash Withdrawal,2/5/13 14:00,Person_7230,Oil & Gas,USA,True,Legal,6.168518246403479,4,Bank_30,Cayman Islands
855,TX0000000856,South Africa,38169,Stocks Transfer,2/5/13 15:00,Person_3123,Oil & Gas,UAE,True,Illegal,6.496803940549716,8,Bank_349,Switzerland
856,TX0000000857,Singapore,116041,Cash Withdrawal,2/5/13 16:00,Person_9511,Luxury Goods,China,False,Legal,3.18139888401735,3,Bank_437,Panama
857,TX0000000858,Singapore,290640,Offshore Transfer,2/5/13 17:00,Person_5592,Oil & Gas,Brazil,True,Legal,6.044258411473413,2,Bank_288,Singapore
858,TX0000000859,Russia,124323,Stocks Transfer,2/5/13 18:00,Person_8560,Luxury Goods,China,False,Legal,6.145403295159351,0,Bank_57,Cayman Islands
859,TX0000000860,USA,53531,Property Purchase,2/5/13 19:00,Person_1312,Arms Trade,USA,False,Legal,5.983939623382657,7,Bank_289,Bahamas
860,TX0000000861,Singapore,34661,Property Purchase,2/5/13 20:00,Person_4051,Casinos,UAE,True,Legal,4.802580499302997,5,Bank_320,Switzerland
861,TX0000000862,UAE,93066,Stocks Transfer,2/5/13 21:00,Person_8875,Oil & Gas,Singapore,False,Legal,5.246549596428857,9,Bank_173,Luxembourg
862,TX0000000863,South Africa,102506,Cash Withdrawal,2/5/13 22:00,Person_9116,Oil & Gas,UAE,False,Legal,3.95999715137898,4,Bank_34,Panama
863,TX0000000864,Singapore,179772,Offshore Transfer,2/5/13 23:00,Person_5729,Oil & Gas,USA,False,Illegal,8.121370249739583,4,Bank_325,Bahamas
864,TX0000000865,Brazil,69293,Stocks Transfer,2/6/13 0:00,Person_7768,Construction,Singapore,False,Legal,3.138640719608503,6,Bank_100,Cayman Islands
865,TX0000000866,UK,15905,Stocks Transfer,2/6/13 1:00,Person_2128,Casinos,South Africa,True,Legal,5.139712808194727,2,Bank_357,Singapore
866,TX0000000867,Russia,43337,Offshore Transfer,2/6/13 2:00,Person_9281,Real Estate,India,False,Legal,3.8588312180026696,8,Bank_212,Panama
867,TX0000000868,USA,70804,Stocks Transfer,2/6/13 3:00,Person_4065,Real Estate,China,False,Legal,5.857361168075937,5,Bank_178,Cayman Islands
868,TX0000000869,UAE,141713,Offshore Transfer,2/6/13 4:00,Person_2844,Casinos,UK,False,Legal,4.981098632448394,4,Bank_397,Switzerland
869,TX0000000870,South Africa,47189,Cash Withdrawal,2/6/13 5:00,Person_7833,Finance,USA,False,Legal,5.832035293335929,4,Bank_89,Bahamas
870,TX0000000871,Brazil,47055,Cryptocurrency,2/6/13 6:00,Person_3290,Finance,USA,False,Legal,5.394577852148759,7,Bank_256,Bahamas
871,TX0000000872,South Africa,35754,Stocks Transfer,2/6/13 7:00,Person_8779,Real Estate,Switzerland,False,Legal,4.466781331663975,3,Bank_70,Bahamas
872,TX0000000873,Singapore,43287,Offshore Transfer,2/6/13 8:00,Person_2177,Finance,South Africa,True,Legal,4.200091649816799,3,Bank_364,Luxembourg
873,TX0000000874,Russia,130376,Cryptocurrency,2/6/13 9:00,Person_9412,Luxury Goods,Singapore,False,Legal,6.845222460754403,1,Bank_486,Singapore
874,TX0000000875,USA,289122,Cash Withdrawal,2/6/13 10:00,Person_2863,Real Estate,UAE,False,Legal,4.352236230359269,6,Bank_147,Luxembourg
875,TX0000000876,UAE,195928,Cash Withdrawal,2/6/13 11:00,Person_7380,Finance,UK,False,Legal,5.282620871015001,7,Bank_100,Bahamas
876,TX0000000877,South Africa,159818,Cryptocurrency,2/6/13 12:00,Person_6766,Arms Trade,UK,False,Legal,4.451051058388228,0,Bank_248,Bahamas
877,TX0000000878,Switzerland,35154,Property Purchase,2/6/13 13:00,Person_9936,Oil & Gas,UAE,False,Legal,6.0656556290594486,8,Bank_477,Luxembourg
878,TX0000000879,Brazil,73137,Stocks Transfer,2/6/13 14:00,Person_1271,Casinos,Switzerland,True,Legal,5.774722449012058,8,Bank_88,Cayman Islands
879,TX0000000880,South Africa,181038,Cash Withdrawal,2/6/13 15:00,Person_3253,Finance,China,False,Legal,4.211629786806941,0,Bank_318,Singapore
880,TX0000000881,Singapore,32487,Offshore Transfer,2/6/13 16:00,Person_2104,Finance,Switzerland,False,Legal,5.655304807264448,8,Bank_405,Singapore
881,TX0000000882,Brazil,26766,Stocks Transfer,2/6/13 17:00,Person_3054,Real Estate,China,True,Legal,5.192241487154096,9,Bank_92,Switzerland
882,TX0000000883,Russia,33531,Property Purchase,2/6/13 18:00,Person_583,Arms Trade,China,False,Legal,4.772883807154801,8,Bank_453,Luxembourg
883,TX0000000884,China,86678,Offshore Transfer,2/6/13 19:00,Person_2377,Luxury Goods,UK,True,Legal,5.656610914984577,1,Bank_481,Switzerland
884,TX0000000885,China,483910,Property Purchase,2/6/13 20:00,Person_7589,Casinos,Singapore,True,Legal,5.643260083777807,1,Bank_266,Cayman Islands
885,TX0000000886,Russia,319090,Cryptocurrency,2/6/13 21:00,Person_1517,Construction,UK,False,Legal,5.749361814034483,0,Bank_257,Switzerland
886,TX0000000887,China,151546,Offshore Transfer,2/6/13 22:00,Person_1819,Arms Trade,UAE,False,Legal,5.524050107000344,5,Bank_222,Bahamas
887,TX0000000888,Russia,35532,Stocks Transfer,2/6/13 23:00,Person_3274,Casinos,Brazil,False,Legal,5.737271908538581,8,Bank_184,Cayman Islands
888,TX0000000889,South Africa,23161,Stocks Transfer,2/7/13 0:00,Person_7520,Finance,China,False,Legal,4.043901229177056,7,Bank_243,Bahamas
889,TX0000000890,India,423528,Stocks Transfer,2/7/13 1:00,Person_4803,Finance,China,True,Legal,5.276102571275068,9,Bank_307,Switzerland
890,TX0000000891,USA,110066,Cash Withdrawal,2/7/13 2:00,Person_6622,Casinos,USA,False,Legal,5.797210790852677,8,Bank_330,Bahamas
891,TX0000000892,USA,151857,Property Purchase,2/7/13 3:00,Person_5713,Luxury Goods,South Africa,False,Legal,6.011968766081398,5,Bank_138,Singapore
892,TX0000000893,South Africa,224114,Cryptocurrency,2/7/13 4:00,Person_4597,Luxury Goods,Switzerland,False,Legal,5.215079612291734,1,Bank_499,Luxembourg
893,TX0000000894,Switzerland,403775,Property Purchase,2/7/13 5:00,Person_7724,Finance,UK,True,Legal,5.72558654790587,8,Bank_147,Cayman Islands
894,TX0000000895,China,291533,Stocks Transfer,2/7/13 6:00,Person_1645,Construction,Russia,True,Legal,5.168894785767587,4,Bank_394,Luxembourg
895,TX0000000896,UAE,43997,Offshore Transfer,2/7/13 7:00,Person_6401,Luxury Goods,South Africa,True,Legal,5.473613536349104,8,Bank_469,Luxembourg
896,TX0000000897,USA,168270,Cryptocurrency,2/7/13 8:00,Person_6774,Finance,South Africa,False,Legal,3.6764403548933213,3,Bank_42,Singapore
897,TX0000000898,Switzerland,142032,Cash Withdrawal,2/7/13 9:00,Person_3955,Construction,Singapore,False,Legal,5.94266542665598,7,Bank_222,Cayman Islands
898,TX0000000899,Russia,86390,Offshore Transfer,2/7/13 10:00,Person_517,Finance,Brazil,False,Legal,5.714387472845096,7,Bank_280,Panama
899,TX0000000900,UAE,42959,Offshore Transfer,2/7/13 11:00,Person_5617,Luxury Goods,UAE,False,Legal,4.909671115071662,4,Bank_52,Luxembourg
900,TX0000000901,UK,172569,Property Purchase,2/7/13 12:00,Person_7981,Real Estate,Russia,False,Legal,6.426042950477189,5,Bank_307,Panama
901,TX0000000902,UAE,101968,Cash Withdrawal,2/7/13 13:00,Person_2068,Casinos,UK,False,Legal,4.160462667894855,9,Bank_212,Luxembourg
902,TX0000000903,Brazil,28863,Stocks Transfer,2/7/13 14:00,Person_3447,Luxury Goods,Russia,True,Legal,3.4532702219918194,0,Bank_114,Luxembourg
903,TX0000000904,UAE,16317,Offshore Transfer,2/7/13 15:00,Person_6279,Casinos,India,False,Legal,6.178021012864642,7,Bank_36,Singapore
904,TX0000000905,China,28512,Stocks Transfer,2/7/13 16:00,Person_2186,Real Estate,India,False,Legal,4.368333013773735,5,Bank_250,Cayman Islands
905,TX0000000906,USA,58812,Cryptocurrency,2/7/13 17:00,Person_1172,Construction,Switzerland,True,Legal,6.2785406680733775,7,Bank_429,Luxembourg
906,TX0000000907,South Africa,58540,Offshore Transfer,2/7/13 18:00,Person_8863,Arms Trade,Switzerland,False,Legal,6.347871370515108,7,Bank_72,Cayman Islands
907,TX0000000908,UK,29499,Offshore Transfer,2/7/13 19:00,Person_4496,Finance,UAE,False,Legal,6.400392124206318,5,Bank_357,Singapore
908,TX0000000909,Russia,45864,Cash Withdrawal,2/7/13 20:00,Person_8362,Luxury Goods,Brazil,False,Legal,4.545409729136185,5,Bank_366,Singapore
909,TX0000000910,UK,68981,Offshore Transfer,2/7/13 21:00,Person_9608,Oil & Gas,Switzerland,True,Legal,5.629020042518212,2,Bank_81,Bahamas
910,TX0000000911,China,945202,Property Purchase,2/7/13 22:00,Person_4582,Finance,Singapore,True,Legal,4.2937449433095525,1,Bank_262,Cayman Islands
911,TX0000000912,China,14080,Property Purchase,2/7/13 23:00,Person_6354,Arms Trade,China,False,Legal,6.876661496183242,3,Bank_388,Panama
912,TX0000000913,UAE,285311,Property Purchase,2/8/13 0:00,Person_3814,Finance,India,False,Illegal,7.2140601335105785,0,Bank_104,Bahamas
913,TX0000000914,South Africa,115850,Property Purchase,2/8/13 1:00,Person_1674,Arms Trade,South Africa,False,Legal,4.301065423802766,2,Bank_321,Switzerland
914,TX0000000915,South Africa,43411,Property Purchase,2/8/13 2:00,Person_9063,Finance,UAE,False,Legal,3.514852505765747,4,Bank_327,Cayman Islands
915,TX0000000916,South Africa,120885,Property Purchase,2/8/13 3:00,Person_824,Finance,Brazil,False,Illegal,6.094845791039623,2,Bank_275,Singapore
916,TX0000000917,China,4217,Cryptocurrency,2/8/13 4:00,Person_6616,Casinos,Switzerland,True,Legal,6.020127366593899,4,Bank_96,Luxembourg
917,TX0000000918,Russia,510926,Cash Withdrawal,2/8/13 5:00,Person_7518,Casinos,Singapore,False,Legal,6.428621818566869,5,Bank_342,Luxembourg
918,TX0000000919,China,84055,Cash Withdrawal,2/8/13 6:00,Person_4153,Construction,India,False,Legal,3.194020820092632,2,Bank_200,Switzerland
919,TX0000000920,UK,79218,Property Purchase,2/8/13 7:00,Person_5068,Luxury Goods,USA,False,Legal,4.318611918719849,0,Bank_91,Singapore
920,TX0000000921,UAE,85229,Cash Withdrawal,2/8/13 8:00,Person_6642,Finance,UK,False,Legal,5.811154978152791,7,Bank_282,Luxembourg
921,TX0000000922,USA,92705,Offshore Transfer,2/8/13 9:00,Person_9868,Finance,Singapore,False,Legal,4.789160208147927,1,Bank_492,Cayman Islands
922,TX0000000923,Russia,80194,Offshore Transfer,2/8/13 10:00,Person_14,Finance,USA,False,Legal,4.125219486813221,3,Bank_86,Singapore
923,TX0000000924,Switzerland,292476,Offshore Transfer,2/8/13 11:00,Person_1156,Casinos,UAE,False,Legal,4.950081136248916,9,Bank_225,Singapore
924,TX0000000925,India,137261,Cash Withdrawal,2/8/13 12:00,Person_715,Construction,Russia,False,Legal,4.686285296976698,0,Bank_314,Panama
925,TX0000000926,China,123089,Property Purchase,2/8/13 13:00,Person_7703,Oil & Gas,Singapore,False,Legal,3.930298116571138,5,Bank_479,Cayman Islands
926,TX0000000927,Switzerland,1032190,Cryptocurrency,2/8/13 14:00,Person_1119,Finance,India,False,Legal,5.491222238251429,8,Bank_486,Bahamas
927,TX0000000928,China,98390,Property Purchase,2/8/13 15:00,Person_1364,Real Estate,Singapore,True,Legal,4.416644573677138,3,Bank_237,Panama
928,TX0000000929,China,640635,Property Purchase,2/8/13 16:00,Person_8166,Oil & Gas,China,False,Legal,3.357754305264954,5,Bank_185,Singapore
929,TX0000000930,Singapore,113095,Property Purchase,2/8/13 17:00,Person_9542,Arms Trade,Russia,False,Illegal,7.064378362661796,4,Bank_95,Switzerland
930,TX0000000931,UAE,98861,Cryptocurrency,2/8/13 18:00,Person_506,Real Estate,Singapore,True,Legal,3.7250412459352678,4,Bank_212,Panama
931,TX0000000932,South Africa,300921,Cash Withdrawal,2/8/13 19:00,Person_6685,Construction,UAE,False,Legal,4.805263099294828,7,Bank_79,Cayman Islands
932,TX0000000933,UAE,116323,Cash Withdrawal,2/8/13 20:00,Person_291,Oil & Gas,Brazil,False,Illegal,7.732724675910578,6,Bank_26,Cayman Islands
933,TX0000000934,China,60839,Property Purchase,2/8/13 21:00,Person_5760,Luxury Goods,UAE,True,Legal,6.116923394156915,0,Bank_179,Cayman Islands
934,TX0000000935,Brazil,336308,Cash Withdrawal,2/8/13 22:00,Person_1469,Real Estate,Russia,False,Legal,3.460684009989195,9,Bank_118,Bahamas
935,TX0000000936,Switzerland,187466,Cash Withdrawal,2/8/13 23:00,Person_3002,Real Estate,Russia,False,Legal,4.019131673863553,8,Bank_64,Luxembourg
936,TX0000000937,Switzerland,31652,Offshore Transfer,2/9/13 0:00,Person_4414,Finance,UAE,False,Legal,5.949382983414693,6,Bank_415,Cayman Islands
937,TX0000000938,Russia,417487,Stocks Transfer,2/9/13 1:00,Person_3098,Oil & Gas,Russia,False,Legal,6.215662863269722,9,Bank_279,Luxembourg
938,TX0000000939,Singapore,37205,Cryptocurrency,2/9/13 2:00,Person_6132,Construction,Russia,False,Legal,2.3024004933581477,5,Bank_319,Switzerland
939,TX0000000940,UK,24967,Cash Withdrawal,2/9/13 3:00,Person_369,Real Estate,USA,False,Legal,5.488274207171503,4,Bank_320,Panama
940,TX0000000941,India,56700,Stocks Transfer,2/9/13 4:00,Person_1801,Construction,Brazil,False,Legal,5.551518925342518,2,Bank_151,Panama
941,TX0000000942,UAE,13865,Stocks Transfer,2/9/13 5:00,Person_628,Arms Trade,UAE,True,Legal,6.5441926731778395,3,Bank_464,Panama
942,TX0000000943,UK,66603,Stocks Transfer,2/9/13 6:00,Person_2002,Real Estate,South Africa,False,Legal,4.0060307466461,6,Bank_340,Bahamas
943,TX0000000944,UK,366487,Cryptocurrency,2/9/13 7:00,Person_4338,Finance,UK,False,Legal,5.273922790894416,2,Bank_286,Luxembourg
944,TX0000000945,UK,66980,Offshore Transfer,2/9/13 8:00,Person_1473,Casinos,UK,True,Legal,4.094240027610468,0,Bank_33,Switzerland
945,TX0000000946,India,224352,Cryptocurrency,2/9/13 9:00,Person_5027,Arms Trade,South Africa,False,Legal,6.484664075849305,4,Bank_196,Switzerland
946,TX0000000947,Singapore,21413,Property Purchase,2/9/13 10:00,Person_9779,Luxury Goods,China,False,Illegal,4.339620472313646,2,Bank_191,Luxembourg
947,TX0000000948,UK,178603,Property Purchase,2/9/13 11:00,Person_2589,Arms Trade,UAE,True,Legal,5.42459770172654,9,Bank_337,Luxembourg
948,TX0000000949,USA,184300,Cash Withdrawal,2/9/13 12:00,Person_6957,Real Estate,USA,False,Legal,4.950620583596387,0,Bank_92,Luxembourg
949,TX0000000950,Singapore,133704,Cash Withdrawal,2/9/13 13:00,Person_7683,Luxury Goods,Switzerland,False,Legal,4.129567966445264,6,Bank_350,Cayman Islands
950,TX0000000951,India,234419,Cryptocurrency,2/9/13 14:00,Person_7351,Real Estate,Brazil,False,Legal,3.516003344608926,0,Bank_252,Luxembourg
951,TX0000000952,Singapore,338274,Stocks Transfer,2/9/13 15:00,Person_9001,Casinos,USA,False,Legal,6.459388958354911,9,Bank_344,Luxembourg
952,TX0000000953,Russia,105797,Cash Withdrawal,2/9/13 16:00,Person_3983,Casinos,South Africa,False,Legal,5.140916077722517,6,Bank_406,Panama
953,TX0000000954,China,196262,Stocks Transfer,2/9/13 17:00,Person_802,Luxury Goods,India,False,Legal,4.814017858378367,3,Bank_452,Bahamas
954,TX0000000955,Brazil,122493,Property Purchase,2/9/13 18:00,Person_1137,Luxury Goods,Russia,True,Legal,4.6345267506107675,9,Bank_235,Luxembourg
955,TX0000000956,South Africa,34031,Offshore Transfer,2/9/13 19:00,Person_3878,Luxury Goods,Singapore,False,Legal,5.744607267469314,6,Bank_218,Switzerland
956,TX0000000957,UK,38087,Property Purchase,2/9/13 20:00,Person_756,Luxury Goods,UAE,False,Legal,4.774967034088464,6,Bank_103,Panama
957,TX0000000958,China,193233,Property Purchase,2/9/13 21:00,Person_530,Real Estate,UK,False,Legal,5.913849951391179,5,Bank_16,Bahamas
958,TX0000000959,Switzerland,84496,Offshore Transfer,2/9/13 22:00,Person_9529,Arms Trade,China,True,Legal,5.16742232658396,7,Bank_110,Panama
959,TX0000000960,UK,193124,Cryptocurrency,2/9/13 23:00,Person_9722,Construction,South Africa,True,Legal,4.284009285243097,6,Bank_232,Panama
960,TX0000000961,Brazil,70332,Property Purchase,2/10/13 0:00,Person_431,Casinos,USA,False,Legal,4.046576208998599,1,Bank_481,Singapore
961,TX0000000962,USA,45412,Cryptocurrency,2/10/13 1:00,Person_9037,Oil & Gas,Brazil,True,Legal,5.19067528387992,0,Bank_399,Singapore
